iter	MultiClass
529	0.390840591
530	0.3904787364
531	0.3900547462
532	0.3897796263
533	0.3894516065
534	0.3892357585
535	0.3888388616
536	0.3885858831
537	0.3881852125
538	0.3877886479
539	0.3874735622
540	0.3871306586
541	0.3867545178
542	0.3862634439
543	0.3859451237
544	0.3855301978
545	0.3852874746
546	0.3849900643
547	0.3846394387
548	0.3843815045
549	0.3840262619
550	0.3837629151
551	0.3834197619
552	0.3830628939
553	0.3828595448
554	0.3824444485
555	0.3820100138
556	0.3816762942
557	0.3814279239
558	0.3810201871
559	0.3805793798
560	0.3801955198
561	0.3798841779
562	0.3794979749
563	0.3791603004
564	0.3790013673
565	0.3786951453
566	0.3784334096
567	0.3780954535
568	0.3777902933
569	0.3774310029
570	0.3770777443
571	0.3765947939
572	0.3761568933
573	0.3757234878
574	0.3753844079
575	0.3750935267
576	0.3747267894
577	0.3744009623
578	0.374156261
579	0.3738953997
580	0.3737112741
581	0.3733131786
582	0.3729488808
583	0.3726569903
584	0.3724916644
585	0.3722699602
586	0.3719146862
587	0.3716497135
588	0.3713821213
589	0.3709207132
590	0.3705419631
591	0.3702330774
592	0.3699501528
593	0.3696549231
594	0.3694643171
595	0.369207647
596	0.3689364788
597	0.3686399383
598	0.3682271168
599	0.3678244197
600	0.367463622
601	0.3671161174
602	0.3668393676
603	0.3665232974
604	0.3661833402
605	0.365685813
606	0.3653845906
607	0.3650210995
608	0.364595486
609	0.3643109585
610	0.3640052132
611	0.3637290945
612	0.3633863489
613	0.3632098045
614	0.3628940002
615	0.3626142382
616	0.3623198293
617	0.3621089768
618	0.3617916983
619	0.3614400863
620	0.3611310114
621	0.3609039002
622	0.3606108214
623	0.3603161591
624	0.360143007
625	0.3599108386
626	0.3595674097
627	0.3592263303
628	0.3590018971
629	0.3587284019
630	0.3584467996
631	0.3581529908
632	0.3578841451
633	0.3574905175
634	0.3571498782
635	0.3568908917
636	0.3566866504
637	0.3564413459
638	0.3562061407
639	0.3559039484
640	0.3555731122
641	0.3554265358
642	0.3550505038
643	0.3547262922
644	0.3544499338
645	0.3541484045
646	0.3538031891
647	0.3534545065
648	0.353135291
649	0.3529052836
650	0.352556896
651	0.3521893204
652	0.351775093
653	0.351420199
654	0.351082006
655	0.3508447968
656	0.3505595706
657	0.3503678192
658	0.3501094515
659	0.3498524294
660	0.3496229008
661	0.3492209694
662	0.3489319844
663	0.3486560868
664	0.3483266505
665	0.3481263277
666	0.3476965522
667	0.3475095413
668	0.3472259287
669	0.3469030516
670	0.3467002875
671	0.3463605186
672	0.3461552778
673	0.3457508019
674	0.3454774496
675	0.3452648056
676	0.3449469793
677	0.3446270202
678	0.3441716586
679	0.3440076034
680	0.3436441499
681	0.3432627505
682	0.3430499255
683	0.3428112639
684	0.3425872267
685	0.3423571225
686	0.3421441821
687	0.3418354859
688	0.3415797395
689	0.3413613173
690	0.3410946933
691	0.3408513647
692	0.3405179025
693	0.3402973502
694	0.3399044241
695	0.3395391339
696	0.3392441896
697	0.3389840611
698	0.3387722095
699	0.3384892031
700	0.3382393612
701	0.3379345626
702	0.3375760651
703	0.3372565134
704	0.3368801929
705	0.3367218279
706	0.3364490673
707	0.3359984952
708	0.3358480395
709	0.3355493159
710	0.335214586
711	0.3349660327
712	0.3346675999
713	0.3342594688
714	0.3340249698
715	0.3338266507
716	0.3336337031
717	0.3333176883
718	0.3331257492
719	0.3329405736
720	0.3326548207
721	0.3323394477
722	0.3319220675
723	0.33163752
724	0.3313827325
725	0.3310296763
726	0.3308307016
727	0.3305624121
728	0.3302893376
729	0.3300804625
730	0.3298740995
731	0.3295170407
732	0.329225642
733	0.3289741602
734	0.3285951464
735	0.3283817747
736	0.3281239533
737	0.3279303572
738	0.3277637054
739	0.3275010584
740	0.3271707916
741	0.3269230145
742	0.326722478
743	0.3264241143
744	0.326011782
745	0.3257860299
746	0.3255824098
747	0.3251926365
748	0.3249968522
749	0.3246805303
750	0.3242055173
751	0.3239815444
752	0.3236529196
753	0.3234079897
754	0.3232140448
755	0.3230220832
756	0.3227820214
757	0.3225021154
758	0.3222080841
759	0.3219170514
760	0.321605372
761	0.3212982631
762	0.3210454514
763	0.3208838973
764	0.320652757
765	0.3203043193
766	0.3200403809
767	0.3199178742
768	0.3196488806
769	0.3194048318
770	0.3191969596
771	0.3188873049
772	0.3186603414
773	0.3183923394
774	0.3181143948
775	0.3179079271
776	0.3176278528
777	0.3173710906
778	0.3171735116
779	0.3168800683
780	0.316709174
781	0.3165117809
782	0.3162920752
783	0.3160476679
784	0.3158084588
785	0.3155143842
786	0.3152819945
787	0.3150361987
788	0.314740891
789	0.3144825022
790	0.3141660694
791	0.3139860998
792	0.3136524267
793	0.3133897335
794	0.3131394963
795	0.312742714
796	0.312459191
797	0.3121678689
798	0.3118984144
799	0.3117494453
800	0.3114733466
801	0.3113011882
802	0.3109804399
803	0.3106746414
804	0.3105129584
805	0.3103590201
806	0.3101761761
807	0.3099230691
808	0.3095997927
809	0.3093270614
810	0.3091363089
811	0.3088378548
812	0.3085836921
813	0.3083473645
814	0.3081418738
815	0.3079343322
816	0.3076762832
817	0.3074826051
818	0.3072141614
819	0.3070531487
820	0.3066637477
821	0.3063990893
822	0.3062246286
823	0.3060202166
824	0.3058360421
825	0.3055982921
826	0.305440622
827	0.3052706906
828	0.3050363555
829	0.3048843129
830	0.304713435
831	0.3045246213
832	0.3041886023
833	0.3039780587
834	0.3037604455
835	0.3034677834
836	0.3032460403
837	0.302943515
838	0.302692007
839	0.3025023336
840	0.3022195502
841	0.3019717449
842	0.3017923898
843	0.3014855762
844	0.3012633451
845	0.3009826125
846	0.3007404886
847	0.3006132362
848	0.300347917
849	0.3001385484
850	0.299844725
851	0.2995882036
852	0.2993732918
853	0.299080928
854	0.2988922267
855	0.2986056918
856	0.298422371
857	0.2981511853
858	0.29793894
859	0.2976650195
860	0.2974539614
861	0.2971715783
862	0.296803863
863	0.2964615381
864	0.2962958298
865	0.2959898258
866	0.2957046567
867	0.2954539045
868	0.2952353585
869	0.2950629065
870	0.2947501154
871	0.2946072026
872	0.2944035837
873	0.2941497519
874	0.2939034408
875	0.2937022132
876	0.2934140183
877	0.2932264444
878	0.2930617434
879	0.2928653234
880	0.292712645
881	0.2925388784
882	0.2923457175
883	0.2921491945
884	0.2918371947
885	0.2915771866
886	0.2913231958
887	0.2909727019
888	0.2907941439
889	0.290503425
890	0.2903415031
891	0.2900990149
892	0.2898422428
893	0.2894327164
894	0.2893072461
895	0.2890224417
896	0.2888246335
897	0.288564113
898	0.2883070452
899	0.2880993445
900	0.287941664
901	0.2877724437
902	0.2876056894
903	0.2874333393
904	0.2871443248
905	0.2868831553
906	0.2865915053
907	0.2863679812
908	0.2860957664
909	0.2858315135
910	0.2855833127
911	0.2853535509
912	0.2850881231
913	0.2849573182
914	0.2847144866
915	0.2844634952
916	0.2842769571
917	0.2840548644
918	0.2837904103
919	0.2835973827
920	0.2833359584
921	0.2831356548
922	0.2829242184
923	0.2826773532
924	0.2823691524
925	0.2820754031
926	0.2817495471
927	0.2815896367
928	0.2812827972
929	0.2811132307
930	0.2808189411
931	0.2806750161
932	0.2804199096
933	0.2802049227
934	0.2799508173
935	0.2797230799
936	0.2795563639
937	0.2794058377
938	0.2791087294
939	0.2789738577
940	0.2787801986
941	0.2785964437
942	0.278309034
943	0.2781534737
944	0.2779696398
945	0.2777585708
946	0.2776414993
947	0.2773874384
948	0.2771383182
949	0.2769176719
950	0.276720018
951	0.276512749
952	0.27625584
953	0.2759921703
954	0.2757948653
955	0.2756150122
956	0.2753456075
957	0.2751818124
958	0.2750168448
959	0.2748224041
960	0.2745946627
961	0.2743638493
962	0.2741101413
963	0.2739065658
964	0.2737462639
965	0.2734592629
966	0.2732203002
967	0.2730271571
968	0.2727394252
969	0.2726140182
970	0.2723365965
971	0.2720919741
972	0.2718706066
973	0.2717279751
974	0.2715828101
975	0.271366877
976	0.2712249515
977	0.2711213062
978	0.2709414563
979	0.2707029574
980	0.2705324944
981	0.2702593407
982	0.2700473534
983	0.2698196604
984	0.2695797261
985	0.269424939
986	0.2692313034
987	0.2690379169
988	0.2688766865
989	0.2686891052
990	0.2684997959
991	0.2682876129
992	0.2681026517
993	0.2679214951
994	0.2676779307
995	0.2674952844
996	0.2672906397
997	0.267021213
998	0.266843507
999	0.2667011838
